cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class,flood_depth_m_norm,flood_duration_h_norm,building_damage_pct_norm,road_damage_pct_norm,vulnerability_index_norm,affected_population_norm,estimated_damage_inr_norm,impact_score,evacuation_priority_score,evacuation_population,evacuation_priority,recommended_shelter,shelter_distance_km,shelter_schools
C04459,20.68822237805243,90.0110335733255,8312.1,1547,3.9,1,3,0.853,3.22,28.2,77.58,52.92,7586.5,307582961.0,Severe,0.644,0.5608247422680412,0.7757999999999999,0.5987102613417807,0.8539778449144008,0.16837678160152209,0.16539535311039844,60.65058576156539,54.764769153111004,7586.5,HIGH,C09637,3.5660846329783453,7
C04574,28.234802493369926,73.4039885897493,6233.4,1188,2.96,1,2,0.744,3.867,34.2,81.7,57.24,6233.4,249922318.0,Severe,0.7734,0.6845360824742268,0.8170000000000001,0.6475845683900894,0.7442094662638469,0.1382667423256228,0.1343170166435771,66.6726181849439,55.85429272852301,6233.4,HIGH,C02641,14.566028120076549,1
C04603,20.050949970789134,83.75053463121273,4702.1,916,1.98,0,5,0.726,5.0,39.3,100.0,77.58,4702.1,221688499.0,Severe,1.0,0.7896907216494845,1.0,0.8777010974092092,0.7260825780463243,0.10419128364320128,0.11909935549773568,81.09282728148953,63.27787788229278,4702.1,HIGH,C10100,9.791973251669464,2
C04669,25.078693205856723,79.32454275327136,558.2,117,1.5,0,1,0.699,4.259,35.2,93.94,58.08,558.2,26698709.0,Severe,0.8518000000000001,0.7051546391752578,0.9394,0.657087905871705,0.6988922457200403,0.011978592965942345,0.014002395319632299,69.78741146470081,54.24762014143588,558.2,HIGH,C08911,5.749919587854907,4
C04686,18.56794585591606,89.8169812491131,5599.0,1101,4.62,1,3,0.877,3.505,27.2,59.01,61.05,5431.8,182842861.0,Severe,0.701,0.5402061855670103,0.5901,0.6906889919674171,0.878147029204431,0.12042903078651937,0.09816206196057653,58.850448349795414,53.637154087392915,5431.8,HIGH,C08178,6.595447380400099,12
C04737,26.847623658617916,77.9836547661033,5393.3,1117,7.78,0,4,0.881,4.419,33.3,92.0,68.86,5393.3,251037330.0,Severe,0.8837999999999999,0.6659793814432989,0.92,0.7790474035524381,0.8821752265861027,0.11957230437152999,0.13491799360633042,74.06929659347374,62.14600500102585,5393.3,HIGH,C02177,19.43789185718889,9
C04758,24.95631581550363,75.4492330541781,4425.7,846,1.46,1,1,0.458,5.0,46.0,100.0,69.75,4425.7,205643805.0,Severe,1.0,0.9278350515463918,1.0,0.7891164158841498,0.4561933534743203,0.09804065556260223,0.11045147415795961,80.28153605671265,58.13192906914971,4425.7,HIGH,C05893,6.368483198895307,1
C04762,23.79451089453601,77.1004215599342,1948.3,400,7.23,0,2,0.956,2.921,27.4,62.97,53.07,1724.0,66987705.0,Severe,0.5841999999999999,0.5443298969072164,0.6297,0.6004072858920693,0.957703927492447,0.037920713864503706,0.03571764004207529,55.19737184372684,50.7827755051675,1724.0,HIGH,C05708,25.821748512947106,6
C04763,27.826244301610902,75.70771343753496,9479.0,2135,7.39,1,7,0.582,3.874,34.4,74.78,47.97,9127.2,397778382.0,Severe,0.7748,0.688659793814433,0.7478,0.5427084511822604,0.581067472306143,0.20266141504500598,0.2140095116726712,63.3770398861501,52.95306342920752,9127.2,HIGH,C00899,13.057223216379523,5
C04788,20.69526067347541,84.07673215646737,787.8,166,3.38,0,1,0.832,5.0,41.8,100.0,72.1,787.8,39942188.0,Severe,1.0,0.8412371134020618,1.0,0.8157031338386694,0.8328298086606243,0.017087797768060794,0.02114045821555392,80.94824462036047,63.63542007036642,787.8,HIGH,C05555,17.706523689163024,6
C04859,28.540533164007627,85.10567474430596,678.5,137,4.89,0,1,0.82,3.478,27.4,74.72,54.35,645.3,26835266.0,Severe,0.6956,0.5443298969072164,0.7472,0.614888562054531,0.8207452165156092,0.01391679740089233,0.014075997766155481,59.1776856717242,50.13400103636645,645.3,HIGH,C03704,12.313315447741008,2
C04869,18.949710555802707,79.48050498255911,3117.0,673,5.2,0,3,0.658,3.534,29.5,87.25,60.32,2869.1,140908038.0,Severe,0.7068,0.5876288659793815,0.8725,0.6824301391560131,0.6576032225579054,0.06340220523604481,0.07555973789577902,63.191469313522276,50.0428857052069,2869.1,HIGH,C07952,4.059254720416331,4
C04878,23.347951707441798,88.3353596283429,4125.8,1120,4.25,0,5,0.559,3.995,33.5,88.84,53.18,4037.9,228128267.0,Severe,0.799,0.6701030927835051,0.8884000000000001,0.6016517705622808,0.5579053373615308,0.08941108403707289,0.1225703066744728,65.87181023462844,50.96546247768977,4037.9,HIGH,C09386,20.24814568747023,2
C04934,25.755765027709405,90.60753624833976,5235.9,965,2.06,1,4,0.79,3.264,30.7,80.61,49.98,4738.6,197144715.0,Severe,0.6527999999999999,0.6123711340206185,0.8061,0.5654485801561262,0.7905337361530715,0.10500350478987952,0.10587057521304502,60.75979868157323,52.350879573639396,4738.6,HIGH,C06850,4.097288662728862,5
C04994,21.809927004085264,78.06377439589842,8174.1,2052,4.0,1,6,0.78,5.0,43.6,100.0,80.51,8174.1,468254895.0,Severe,1.0,0.8783505154639175,1.0,0.9108496436248444,0.7804632426988922,0.18145242943133394,0.251995435347201,85.00360508799751,68.0925324392394,8174.1,HIGH,C05022,23.21744583946925,3
C05017,24.03755366474239,82.83485955432349,1908.0,479,2.43,0,1,0.879,3.065,28.2,78.72,48.65,1701.0,88580757.0,Severe,0.613,0.5608247422680412,0.7872,0.5504016291435683,0.8801611278952669,0.03740890327892564,0.047356014164985596,58.08145069945388,50.74506512826641,1701.0,HIGH,C09142,7.610033936208133,4
C05019,28.358801350465445,87.50246407247955,2035.7,433,1.94,0,0,0.797,3.288,31.4,85.38,57.19,1854.6,89077405.0,Severe,0.6576,0.6268041237113402,0.8538,0.6470188935399932,0.797583081570997,0.040826907885220906,0.04762370097606701,62.66193738997157,51.7703421277058,1854.6,HIGH,C07730,16.562933661575627,7
C05047,25.954715241345525,89.94480763293957,50000.0,10270,2.78,4,25,0.736,1.094,11.3,34.53,21.63,25047.6,938971124.0,High,0.21880000000000002,0.21237113402061858,0.3453,0.24471094015160086,0.7361530715005035,0.5569322518553133,0.5057053592073169,32.61036391371419,56.09355970689982,25047.6,HIGH,C09983,5.991927569435513,1
C05051,23.41910573648152,86.36227190406373,3350.4,792,3.27,0,5,0.697,3.495,30.1,85.3,60.01,3093.9,159218094.0,Severe,0.6990000000000001,0.6,0.853,0.6789229550854169,0.6968781470292044,0.06840459739421655,0.08542861988334792,63.19984478369115,50.92554195388049,3093.9,HIGH,C02872,5.269558507435314,1
C05197,26.82633970541348,83.18359060910795,747.3,155,5.36,0,0,0.876,3.429,24.8,73.09,48.53,714.6,29615288.0,Severe,0.6858,0.4907216494845361,0.7309,0.5490440095033375,0.877139979859013,0.015458904947873206,0.015574393458710723,57.01629727304155,50.06321941426714,714.6,HIGH,C02110,2.778421718916012,1
C05301,24.722778191183902,86.79629398399696,3942.6,1036,5.95,2,3,0.786,4.336,37.4,82.16,63.08,3942.6,201454657.0,Severe,0.8672000000000001,0.7505154639175258,0.8216,0.7136553908813213,0.7865055387713998,0.08729040800204724,0.10819357788279474,71.27118519716984,58.64955185664572,3942.6,HIGH,C04566,21.09812799836447,7
C05317,18.89562253860658,79.45365459372391,1830.5,467,1.11,0,1,0.842,4.615,41.3,100.0,74.71,1830.5,106233333.0,Severe,0.923,0.8309278350515463,1.0,0.8452313610136892,0.8429003021148036,0.040290619402071716,0.05687052298574459,79.68161648389793,63.02961376527635,1830.5,HIGH,C07952,7.9460441579184975,4
C05319,25.871304021988404,87.32303558910871,1718.3,424,5.77,0,2,0.915,4.027,31.2,83.51,56.27,1718.3,85163384.0,Severe,0.8054,0.622680412371134,0.8351000000000001,0.6366104762982238,0.9164149043303123,0.03779387384981697,0.04551409457476128,66.66321221636106,57.029950038059575,1718.3,HIGH,C11640,9.555781177451394,6
C05323,22.383572657400297,73.19264184282325,11968.7,2730,1.11,0,8,0.969,3.39,29.0,68.98,46.75,11639.2,478776931.0,Severe,0.678,0.5773195876288659,0.6898000000000001,0.528905984839914,0.9707955689828801,0.2585600320437932,0.2576666758695102,61.09059968069317,59.50988280157019,11639.2,HIGH,C03388,7.302439286367343,1
C05473,23.88260021429362,77.76411856288992,10188.5,2244,5.61,3,8,0.694,4.738,44.1,100.0,64.81,10188.5,527092119.0,Severe,0.9476000000000001,0.888659793814433,1.0,0.7332277406946487,0.6938569989929506,0.22627813567431046,0.28370793366682145,81.01495459670627,65.31077729322797,10188.5,HIGH,C02066,6.45572259769314,3
C05484,28.06117315297454,80.72559675274188,3134.8,840,4.21,1,4,0.703,3.989,30.2,75.79,56.26,3134.8,152806717.0,Severe,0.7978,0.6020618556701031,0.7579,0.6364973413282046,0.702920443101712,0.06931473013117928,0.08197297108627086,63.210128744488436,51.93995654830042,3134.8,HIGH,C11247,7.523846406477233,2
C05575,18.678483016791837,85.47375699513786,4832.0,1288,1.99,1,3,0.897,2.866,26.8,69.86,47.02,4155.9,212065298.0,Severe,0.5732,0.5319587628865979,0.6986,0.5319606290304333,0.8982880161127895,0.09203689486742993,0.11391257534743712,55.32070996289997,50.923354692230696,4155.9,HIGH,C10927,1.8106160813043204,1
C05595,20.19325994404491,84.59750634928201,1299.0,340,3.79,1,0,0.833,3.544,31.8,79.97,53.68,1255.2,64513396.0,Severe,0.7088,0.6350515463917525,0.7997,0.6073085190632425,0.8338368580060422,0.027488678972373354,0.03438401967948439,62.55969442903607,52.633498983735635,1255.2,HIGH,C06753,10.955469140626972,1
C05599,22.46954309489813,74.33431521314527,14011.1,3303,2.77,2,10,0.68,3.23,27.3,61.72,50.39,12210.6,513843148.0,Severe,0.646,0.5422680412371134,0.6172,0.5700871139269148,0.6797583081570997,0.2712751872002849,0.2765669106543455,56.61049486257651,52.467323702606365,12210.6,HIGH,C08465,23.1305417028059,1
C05648,25.226739075094564,87.21634450847407,6979.7,1690,2.77,1,8,0.796,4.507,37.1,88.24,65.03,6979.7,352629510.0,Severe,0.9014,0.7443298969072165,0.8824,0.7357167100350719,0.796576032225579,0.15487388319592332,0.18967485700859732,74.51044831388948,61.97550407303054,6979.7,HIGH,C04316,13.501292847435886,1
C05652,19.978831455359508,86.40869914906456,3779.2,796,4.4,1,1,0.75,3.774,32.2,83.57,61.6,3729.0,165160302.0,Severe,0.7548,0.643298969072165,0.8356999999999999,0.696911415318475,0.7502517623363545,0.08253724534641788,0.08863139269286788,65.92658239080052,54.06075820884546,3729.0,HIGH,C02203,14.93284323280518,4
C05701,22.20570744903649,87.11055149947556,17964.1,3835,2.11,1,9,0.775,3.028,28.1,75.21,36.14,15428.8,704503926.0,Severe,0.6056,0.5587628865979382,0.7521,0.4088697816495079,0.7754279959718027,0.3428886144397343,0.37933058968078176,57.990601673957855,56.572674507966994,15428.8,HIGH,C11454,7.965672582256665,2
C05735,24.629311563610933,77.08317974779196,2307.8,613,3.86,0,1,0.767,3.813,32.8,84.19,47.01,2303.3,120982558.0,Severe,0.7626000000000001,0.6556701030927834,0.8419,0.5318474940604141,0.7673716012084593,0.05081166483082435,0.06482016338734145,63.81286975318204,52.95817921440413,2303.3,HIGH,C08477,15.847159689176204,1
C05739,18.22833237626236,81.40913269958439,1601.6,455,1.96,1,1,0.684,4.271,36.5,84.99,69.62,1601.6,89164439.0,Severe,0.8542,0.7319587628865979,0.8499,0.7876456612738998,0.6837865055387714,0.035196991443862166,0.04767061116983737,70.76188421710685,55.014422373711426,1601.6,HIGH,C06301,11.430560613469448,1
C05774,22.29252444207746,74.46404499948605,1342.9,293,0.45,1,0,0.822,4.231,35.9,83.94,60.07,1342.9,60449740.0,Severe,0.8462,0.7195876288659794,0.8393999999999999,0.6796017649055323,0.8227593152064451,0.029440234987816682,0.032193761959787834,69.47790402726778,56.990874237169734,1342.9,HIGH,C00532,24.61560421939814,4
C05793,21.29645905074764,72.17288668394337,12413.9,2612,4.44,2,9,0.624,3.323,28.2,73.72,46.62,10853.3,477346791.0,Severe,0.6646,0.5608247422680412,0.7372,0.527435230229664,0.6233635448136958,0.24107168686093217,0.25689584901427276,58.44591271041325,51.55979993265015,10853.3,HIGH,C11007,9.384594090473025,7
C05809,27.636225826844196,80.54752904145758,1761.5,496,3.23,0,0,0.76,3.818,35.6,85.37,52.93,1756.7,97728073.0,Severe,0.7636000000000001,0.7134020618556701,0.8537,0.5988233963117999,0.7603222557905337,0.03864837500139079,0.05228629849109584,66.02894034557988,53.724285734191554,1756.7,HIGH,C11928,8.234441469307576,2
C05837,21.38432158103272,82.82669989668187,6271.2,1654,2.93,1,5,0.75,3.602,34.7,77.87,55.5,5993.9,304162132.0,Severe,0.7203999999999999,0.6948453608247424,0.7787000000000001,0.6278990836067428,0.7502517623363545,0.13293723644536423,0.16355157078113342,64.64972607831004,54.704540936374514,5993.9,HIGH,C07733,3.185408773059275,1
C05846,24.46151064070237,81.81812071249337,4608.2,978,4.95,2,4,0.874,3.485,33.6,72.22,60.52,4451.2,181302331.0,Severe,0.697,0.6721649484536083,0.7222,0.6846928385563978,0.8751258811681772,0.09860809773356921,0.09733173633140808,63.76061396255557,55.65228497896162,4451.2,HIGH,C11499,8.635808590441206,4
C05978,27.638569308081184,82.91139561997718,20003.0,4319,9.86,1,14,0.773,2.655,26.6,61.67,30.89,15827.4,670100507.0,Severe,0.5309999999999999,0.5278350515463918,0.6167,0.34947392238941055,0.7734138972809668,0.3517585144141438,0.36078759439557423,51.86136861789361,54.202916134026125,15827.4,HIGH,C04299,3.1361361015627587,6
C06003,21.20458080940541,77.08637953947851,2542.8,687,0.45,0,0,0.982,3.444,30.5,83.04,39.73,2505.7,132794388.0,Severe,0.6888,0.6082474226804123,0.8304,0.4494852358864124,0.9838872104733132,0.05531559798391134,0.07118658609665626,61.349466792061605,55.41999479763273,2505.7,HIGH,C01816,5.017041821590307,6
C06028,19.200549468252703,84.25076391238355,18157.6,3649,3.98,1,11,0.935,4.077,34.1,99.39,65.17,18157.6,871346282.0,Severe,0.8154,0.6824742268041237,0.9939,0.7373005996153411,0.9365558912386708,0.40361160252344863,0.46925644910425696,77.63600412340739,70.43164609380742,18157.6,IMMEDIATE,C02987,28.662924518550096,2
C06110,24.420213087932645,88.10071892631652,3896.1,1088,0.43,0,1,0.869,3.886,37.3,89.82,53.07,3896.1,222718075.0,Severe,0.7772,0.7484536082474226,0.8981999999999999,0.6004072858920693,0.8700906344410876,0.08625566051381332,0.11965428356793018,69.53196757029454,58.68051379579459,3896.1,HIGH,C09884,1.9060075402781154,2
C06113,25.560790847212164,87.2683746232553,10872.9,2679,1.44,0,9,0.342,4.746,37.4,87.88,74.98,10872.9,554504366.0,Severe,0.9492,0.7505154639175258,0.8787999999999999,0.8482860052042087,0.33937562940584093,0.2415078384903813,0.29848277819253394,74.93857315205572,55.52165703860007,10872.9,HIGH,C08666,4.645883378445576,7
C06208,20.44914779905428,83.93053681702632,1212.7,267,2.9,1,1,0.959,3.43,34.3,69.89,44.8,1185.0,48134419.0,Severe,0.686,0.6865979381443298,0.6989,0.5068446656861636,0.9607250755287009,0.025926544054652466,0.02555596415141253,60.45769498154829,54.29407445726577,1185.0,HIGH,C04181,3.312171441376159,4
C06210,24.129484193600646,85.20870217342339,1800.0,472,2.61,0,2,0.89,5.0,40.4,100.0,76.33,1800.0,107057990.0,Severe,1.0,0.8123711340206186,1.0,0.863559226156805,0.8912386706948641,0.03961191406032689,0.057315002380740575,81.89457884864935,65.53863962026783,1800.0,HIGH,C02784,8.266458687853232,1
C06258,26.9724499127856,89.821092741695,21768.1,4791,4.08,2,12,0.799,2.747,20.1,61.99,42.5,17721.2,747684816.0,Severe,0.5494,0.39381443298969077,0.6199,0.48082362258174,0.7995971802618329,0.39390055297795873,0.4026045276484316,52.388746949702444,55.343851810184006,17721.2,HIGH,C00442,11.929166907270018,3
C06276,23.28683944932346,83.2478975999948,3662.2,675,2.49,0,3,0.8,4.026,34.4,86.83,50.81,3662.2,149755779.0,Severe,0.8051999999999999,0.688659793814433,0.8683,0.5748387826677226,0.8006042296072508,0.08105076938482592,0.08032855519407536,67.26560961482667,56.264091320678155,3662.2,HIGH,C11673,14.092230814299585,2
C06305,23.803446617672456,80.8963963532294,27205.3,5694,1.49,3,12,0.634,3.062,22.4,73.95,43.43,22566.8,1028941107.0,Severe,0.6123999999999999,0.44123711340206184,0.7395,0.4913451747935287,0.6334340382678751,0.5017279170421798,0.5541980096203238,57.645477663484044,57.72746732801988,22566.8,HIGH,C04636,5.656186330449802,1
C06539,18.612256703383995,89.1626722350044,28790.5,6671,1.36,5,19,0.712,2.406,19.9,54.23,42.21,21047.0,903886440.0,Severe,0.4812,0.3896907216494845,0.5423,0.47754270845118224,0.7119838872104732,0.46790836365254734,0.4867951709497197,49.23816055775764,55.152615233204074,21047.0,HIGH,C09935,3.363851830733209,2
C06586,25.813585668338337,84.25690966225338,9454.3,2011,3.6,1,7,0.748,3.428,32.6,73.46,55.27,8736.8,371258503.0,Severe,0.6856,0.6515463917525773,0.7345999999999999,0.6252969792963006,0.7482376636455186,0.19397398667067214,0.1997156418900989,62.58467994980541,54.86995127285146,8736.8,HIGH,C05360,14.901456365851491,9
C06594,23.071840608058004,79.4971142755889,5831.1,1101,2.83,0,2,0.604,3.738,32.8,82.99,56.87,5503.5,230904264.0,Severe,0.7476,0.6556701030927834,0.8299,0.6433985744993778,0.6032225579053373,0.1220245446554736,0.12406653294438946,64.3526656198993,51.52574756109104,5503.5,HIGH,C08748,7.9654134906456395,2
C06595,24.669160425556697,90.0152103350478,5430.1,1060,2.33,0,3,0.929,3.466,29.9,75.5,54.67,5300.7,207975317.0,Severe,0.6932,0.5958762886597938,0.755,0.6185088810951466,0.9305135951661632,0.11751171044872437,0.1117081287952038,62.45039036806948,56.227408167429815,5300.7,HIGH,C08069,16.949556216277756,1
C06654,21.72994030993509,79.31562253911551,6459.6,1384,3.61,0,3,0.701,3.654,29.3,70.19,53.13,6156.6,249219592.0,Severe,0.7308,0.5835051546391753,0.7019,0.6010860957121846,0.7009063444108761,0.13655774002247517,0.13393825647137467,60.2272407462675,51.60829225810296,6156.6,HIGH,C08503,10.05143149091099,2
C06701,20.030754716579292,76.34006604530232,3885.3,1073,3.71,1,2,0.69,4.661,42.8,83.27,60.93,3885.3,208009430.0,Severe,0.9321999999999999,0.8618556701030927,0.8327,0.6893313723271863,0.6898288016112789,0.08601533206493318,0.11172651525842608,74.21545430060655,59.07406404347495,3885.3,HIGH,C10684,16.716708321478084,1
C06720,26.972112376060466,87.86929386585909,16022.3,4523,4.32,2,15,0.626,3.151,29.0,74.04,49.06,13517.2,765512909.0,Severe,0.6302,0.5773195876288659,0.7404000000000001,0.5550401629143569,0.6253776435045317,0.3003504789879502,0.41221363784888115,59.601536886488994,53.60305768388852,13517.2,HIGH,C07670,8.359831064145492,3
C06755,18.02030504143193,73.44210798649783,4882.6,1205,2.01,1,2,0.902,3.421,32.5,80.61,45.92,4693.8,231394917.0,Severe,0.6841999999999999,0.6494845360824743,0.8061,0.5195157823283177,0.9033232628398792,0.10400658677971006,0.12433098852846014,62.58571460939356,55.64041412658571,4693.8,HIGH,C07149,1.7580144509179285,2
C06763,22.078676762973977,76.415823061145,4313.5,861,2.63,0,4,0.867,3.527,29.7,83.85,48.01,4190.9,180551122.0,Severe,0.7054,0.5917525773195876,0.8384999999999999,0.5431609910623374,0.8680765357502518,0.09281573706287481,0.0969268444529234,62.466423080033564,54.537319232013424,4190.9,HIGH,C00941,8.038622984687773,5
C06830,27.81416020474646,83.40250686926663,4007.6,942,5.19,1,3,0.818,3.876,30.7,83.79,53.27,4007.6,190855985.0,Severe,0.7752,0.6123711340206185,0.8379000000000001,0.602669985292454,0.8187311178247734,0.08873682922215917,0.10248103155344704,65.10888436471973,55.260363846897995,4007.6,HIGH,C07214,18.06777492366221,2
C06872,21.44207477052204,79.16018283236959,14964.4,2953,0.36,3,10,0.71,3.026,22.7,51.92,56.01,12604.9,427302257.0,Severe,0.6052,0.4474226804123711,0.5192,0.6336689670777237,0.7099697885196374,0.28004940084782537,0.22992249622010982,52.75720470960571,51.13001117677158,12604.9,HIGH,C02588,2.467124640559974,2
C06950,18.17007915058264,77.48420269257008,7418.3,1888,5.31,1,7,0.855,3.205,29.5,79.4,53.21,6754.8,351581180.0,Severe,0.641,0.5876288659793815,0.794,0.6019911754723385,0.8559919436052367,0.14986926577433604,0.18910982077637456,61.53001446481684,54.810953765724726,6754.8,HIGH,C02464,8.769603055281861,4
C06973,25.29091876298599,87.29877086816995,1572.5,361,5.8,2,1,0.817,3.587,30.4,77.24,58.2,1525.4,69341392.0,Severe,0.7174,0.6061855670103092,0.7724,0.6584455255119358,0.8177240684793554,0.033501340721207876,0.036986246715843794,62.34462738934774,52.30880802644617,1525.4,HIGH,C03985,13.814793145149112,1
C06974,25.94793830503021,75.23353017593837,2754.0,513,6.49,1,0,0.801,4.273,38.7,96.5,64.93,2754.0,123208976.0,Severe,0.8545999999999999,0.777319587628866,0.965,0.7345853603348795,0.8016112789526687,0.06084092704473892,0.06602017372575872,74.39904974716384,59.61171080795644,2754.0,HIGH,C11132,2.4177686047900258,4
C07007,27.30495190232454,87.71597693722595,2148.3,447,2.07,1,2,0.82,4.304,38.2,83.89,59.43,2148.3,93584237.0,Severe,0.8608,0.7670103092783506,0.8389,0.6723611268243014,0.8207452165156092,0.047362506536711285,0.0500528247944649,70.8713864897857,58.289290454500154,2148.3,HIGH,C07458,10.423830596153458,1
C07018,25.34433764263948,78.10448965600825,1073.8,247,4.77,0,0,0.529,5.0,39.8,100.0,78.17,1073.8,58277316.0,Severe,1.0,0.7999999999999999,1.0,0.8843760606403439,0.527693856998993,0.023452051136553288,0.03102285368495992,78.80647039197778,56.65969017699314,1073.8,HIGH,C02840,15.256488567037616,6
C07021,23.15438324973399,76.74275831588761,8326.6,1741,1.56,0,2,0.787,2.932,30.2,63.82,45.71,7033.1,284583618.0,Severe,0.5864,0.6020618556701031,0.6382,0.5171399479579138,0.7875125881168178,0.15606217385983068,0.15299900643299785,55.37986728688913,50.9697519652607,7033.1,HIGH,C02115,12.553368166670216,4
C07089,20.631516686836942,75.79672030909867,6582.2,1659,7.42,2,7,0.466,4.156,35.3,80.26,53.69,6480.2,318440381.0,Severe,0.8311999999999999,0.7072164948453608,0.8026000000000001,0.6074216540332616,0.4642497482376637,0.14375869243521702,0.17124736124568052,65.66420034658236,50.75443670428951,6480.2,HIGH,C01208,14.838633836508741,2
C07266,21.33950980095079,75.21995159398034,1243.1,262,3.53,0,1,0.584,4.63,43.2,93.0,71.51,1243.1,59408801.0,Severe,0.9259999999999999,0.8701030927835052,0.93,0.8090281706075348,0.5830815709969788,0.027219422099090975,0.03163270938041517,76.30083648435468,56.44552095737823,1243.1,HIGH,C03905,15.96334257737903,3
C07300,22.50209584695195,83.97489519865688,1895.0,378,1.99,0,0,0.852,4.41,41.0,87.74,63.09,1895.0,82749678.0,Severe,0.882,0.8247422680412371,0.8774,0.7137685258513407,0.8529707955689828,0.04172591430510587,0.04421313844078294,74.13628670548637,60.603428823608695,1895.0,HIGH,C07208,2.6856588982251437,1
C07320,19.605577839700416,87.28988474209345,27914.5,6214,4.36,7,26,0.752,2.049,15.0,56.12,38.69,18893.4,854860211.0,Severe,0.4098,0.28865979381443296,0.5611999999999999,0.43771919900441225,0.7522658610271903,0.41998509073511575,0.4603706713033763,45.06785974123506,52.63754541164553,18893.4,HIGH,C03658,3.5197247308237447,3
C07343,25.010422067657665,85.90986366540379,1612.9,297,1.73,0,4,0.797,3.982,35.5,88.55,62.68,1612.9,66962217.0,Severe,0.7964,0.711340206185567,0.8855,0.709129992080552,0.797583081570997,0.035448446209820086,0.03570390234164995,69.2910772926646,56.012739502924425,1612.9,HIGH,C09695,9.898379786573807,1
C07380,19.792374790680014,77.90371409555281,3441.6,871,0.52,0,1,0.349,5.0,49.5,85.64,76.06,3441.6,175656747.0,Severe,1.0,1.0,0.8564,0.8605045819662858,0.34642497482376633,0.0761418382901076,0.09428883999909173,78.81140559611065,55.22536223844426,3441.6,HIGH,C10267,10.073365309514555,4
C07452,24.93501419333717,79.34531741381844,14927.3,3514,4.43,2,5,0.825,5.0,42.2,100.0,68.18,14927.3,812402307.0,Severe,1.0,0.8494845360824743,1.0,0.7713542255911303,0.8257804632426988,0.33172891841071683,0.43748641338436556,84.67578230725488,72.09658918552822,14927.3,IMMEDIATE,C11140,10.264547919889047,1
C07499,23.643387403705766,75.50687526063093,3886.4,1021,4.28,0,1,0.699,3.843,35.9,88.38,50.47,3834.2,208981504.0,Severe,0.7686,0.7195876288659794,0.8837999999999999,0.5709921936870687,0.6988922457200403,0.08487822245958365,0.11225045049866697,66.59417325809636,53.87313192950117,3834.2,HIGH,C03974,2.7599149085387364,10
C07532,18.49292283016592,75.3983450928492,933.7,194,4.91,0,0,0.736,5.0,43.6,100.0,74.78,933.7,47042716.0,Severe,1.0,0.8783505154639175,1.0,0.846023305803824,0.7361530715005035,0.020334457091358192,0.024967550436431268,81.41376342016142,62.156395772104986,933.7,HIGH,C11985,12.763601334888255,1
C07594,20.502144368158152,82.44221405835351,1851.4,367,1.44,0,3,0.724,5.0,45.4,100.0,74.66,1851.4,88545971.0,Severe,1.0,0.9154639175257732,1.0,0.8446656861635932,0.7240684793554883,0.0407556994559231,0.0473372649635184,82.29378769882234,62.909073665387524,1851.4,HIGH,C11732,17.46251827501402,2
C07647,20.39265332572114,88.5377727923007,1832.2,386,5.21,0,3,0.734,4.014,33.7,78.07,63.78,1832.2,77061606.0,Severe,0.8028000000000001,0.6742268041237114,0.7807,0.7215748387826677,0.7341389728096677,0.04032844888013618,0.04114734162919508,66.35330629699853,53.56946292283982,1832.2,HIGH,C11313,7.500333757383185,1
C07672,22.70132634566393,79.13585091963796,1584.4,327,4.12,0,2,0.82,5.0,37.6,100.0,77.12,1584.4,78667726.0,Severe,1.0,0.7546391752577319,1.0,0.8724968887883245,0.8207452165156092,0.034814246136386395,0.04201301941509995,80.19996338913457,63.07016515363362,1584.4,HIGH,C05601,10.772044729355708,6
C07690,24.677789023156443,87.32680229173218,3536.7,657,7.24,0,2,0.906,3.177,22.4,84.38,55.23,3247.8,139767129.0,Severe,0.6354,0.44123711340206184,0.8438,0.6248444394162235,0.9073514602215509,0.07182927779075848,0.07494480278692106,59.0947494995269,52.142876062437026,3247.8,HIGH,C02466,12.41425474389534,11
C07728,18.898169466983333,79.67236556830156,7764.2,1727,3.94,2,7,0.931,4.313,39.2,100.0,68.51,7764.2,404704880.0,Severe,0.8625999999999999,0.7876288659793815,1.0,0.775087679601765,0.9325276938569991,0.17233107469096653,0.2177428039875135,78.69914560724442,66.56735420249373,7764.2,HIGH,C02865,5.3891930615348285,8
C07796,21.655595567097496,78.89054535839182,2810.6,727,1.22,0,1,0.581,3.86,36.2,81.08,59.57,2698.0,138652966.0,Severe,0.772,0.7257731958762887,0.8108,0.6739450164045706,0.580060422960725,0.0595947795320271,0.07434428342412305,65.57000742112494,50.629868625015625,2698.0,HIGH,C11355,12.011610984673922,5
C07919,26.769601351661827,84.89016070251299,13405.1,2912,1.6,1,10,0.831,2.923,27.8,79.28,43.36,11447.4,553109497.0,Severe,0.5846,0.5525773195876289,0.7928000000000001,0.490553230003394,0.8318227593152064,0.2542919768127552,0.2977309619474543,58.80412556375168,55.49828103358148,11447.4,HIGH,C00640,24.69403239772511,5
